PDB,IRMSD,PID,label,HADDOCK,PIsToN,dMaSIF,DeepRank-GNN,GNN-DOVE,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE
1GLA_246,14.59,1GLA,0,-83.49392,0.035221219,0.654159904,0.004559215,0.4717,1081.45,143.896,-11.089,8.56,-0.074,-89.68,0.87202
1GLA_247,3.92,1GLA,1,-96.25129,-0.12242651,-0.782087088,0.006961802,0.4019,1621.99,470.822,7.944,0.159,-0.1431,-65.59,0.783612
1GLA_248,17.79,1GLA,0,-14.13696,1.374827266,-2.086071014,0.006725206,0.6218,2249.83,500.643,-8.46,5.209,-0.2829,-127.22,0.76023
1GLA_249,14.03,1GLA,0,-95.896294,0.73149395,-0.171980098,0.008280931,0.5083,1643.73,392.654,-10.129,5.032,-0.031,-72.39,0.771972
1GLA_250,3.85,1GLA,1,-107.01255,-0.042308688,-0.813040316,0.006916522,0.3229,158.812,107.94,-10.281,1.891,-0.0993,-42.07,1.040583
1GLA_251,20.11,1GLA,0,-59.01492,0.355041981,-3.032983065,0.006792765,0.2856,3416.09,587.993,15.093,8.609,-0.1414,-111.92,0.34569
1GLA_252,20.62,1GLA,0,-67.42281,0.807176411,-2.125751257,0.006275466,0.3137,1862.42,475.934,15.06,4.544,-0.0041,-78.67,0.80214
1GLA_253,20.71,1GLA,0,1657.5107099999998,0.62081641,-1.839708328,0.006518823,0.3435,3781.28,864.647,2.26,3.371,-0.1904,-144.45,0.922597
1GLA_254,14.56,1GLA,0,-82.6335,-0.144036055,0.476442933,0.005338736,0.5677,767.23,128.33,-8.371,7.186,-0.3537,-89.74,0.930705
1GLA_255,9.89,1GLA,1,-77.48908,0.172478557,-0.613728642,0.010279951,0.4402,963.715,311.826,-5.437,0.032,-0.0951,-77.62,1.223429
1GLA_256,19.78,1GLA,0,-103.13661,0.961133361,-2.607679844,0.007327888,0.3538,694.772,175.21,-5.405,3.296,-0.0438,-75.32,0.930814
1GLA_257,15.12,1GLA,0,-69.24258,0.812735558,-0.121474698,0.006976389,0.5374,647.858,212.359,13.644,6.005,-0.0046,-78.47,0.579928
1GLA_258,12.45,1GLA,0,-85.18751,1.917239666,-1.893426776,0.005320332,0.3137,775.822,98.152,-3.4,7.07,0.2033,-57.68,0.630802
1GLA_259,18.65,1GLA,0,-73.62606,1.739028454,-1.322729945,0.005579157,0.3322,2325.39,510.437,-18.936,6.36,-0.0808,-67.92,0.641328
1GLA_260,14.35,1GLA,0,-91.98771,1.04118681,0.324732006,0.007366182,0.3648,1066.13,307.995,-0.222,7.544,-0.1017,-67.15,0.598144
1GLA_261,13.38,1GLA,0,-78.64417,0.072663784,1.338479161,0.003067962,0.5149,151.938,108.268,-28.125,4.423,-0.0915,-39.29,0.053799
1GLA_262,13.34,1GLA,0,1397.6009,-0.067589164,0.387247056,0.006228624,0.4798,3270.4,619.61,-9.423,7.491,-0.0312,-103.45,0.623936
1GLA_263,11.02,1GLA,0,-72.1058,1.128461599,0.190425083,0.007712313,0.5623,3601.69,786.562,4.801,5.108,0.0956,-97.64,0.558286
1GLA_264,13.37,1GLA,0,-94.79276,-0.238078952,0.752864063,0.005696596,0.6872,2942.12,611.538,-31.494,5.091,-0.2775,-93.42,0.742635
1GLA_265,17.32,1GLA,0,-51.00932,0.963696718,-1.771418095,0.00420936,0.3528,1942.12,280.67,3.215,4.503,-0.2585,-78.39,0.660871
1GLA_266,16.7,1GLA,0,-90.602551,0.089996576,0.552345335,0.006655969,0.4576,809.324,266.786,-6.718,2.637,-0.1298,-78.71,0.563993
1GLA_267,18.39,1GLA,0,-52.32128,0.605223894,-2.303525448,0.004160734,0.4516,2047.01,770.638,-7.016,6.799,-0.2098,-109.14,0.75908
1GLA_268,3.93,1GLA,1,-74.1021,-1.733512878,-1.047992349,0.007875206,0.6252,793.84,325.269,-9.655,0.587,-0.149,-85.86,1.16226
1GLA_269,13.15,1GLA,0,-100.7676,0.013874054,0.191470742,0.005814153,0.5882,2553.17,400.536,-16.331,8.337,0.0708,-110.75,1.075608
1GLA_270,14.93,1GLA,0,-58.61676,0.535677671,-0.821696222,0.002470321,0.3015,482.197,235.986,-9.32,2.679,-0.044,-52.9,1.02894
1GLA_271,17.64,1GLA,0,3.950099999999999,0.71870023,-2.048331499,0.007701621,0.6412,4242.91,854.656,-1.609,5.392,-0.4091,-182.18,0.748774
1GLA_272,10.09,1GLA,1,-46.82694,0.048894286,-0.236046717,0.008556464,0.5629,1812.15,472.968,4.528,6.53,-0.0377,-65.61,0.441813
1GLA_273,18.28,1GLA,0,7191960.056,0.760886788,-1.842228889,0.004745987,0.3401,2034.74,560.781,-1.256,6.165,-0.0848,-95.27,0.553837
1GLA_274,11.68,1GLA,0,-81.20688,0.802717686,0.905938566,0.004853017,0.2708,799.601,198.425,-18.336,7.299,-0.1061,-50.44,0.926711
1GLA_275,18.62,1GLA,0,-87.58695,0.784026444,-1.135735154,0.005380792,0.3428,1263.43,228.907,-3.317,5.108,-0.1687,-82.32,0.913425
1GLA_276,14.21,1GLA,0,-82.0484,0.715489864,0.471149832,0.007017082,0.3889,1022.31,290.365,-7.084,7.372,0.0858,-50.04,0.669398
1GLA_277,13.48,1GLA,0,-120.461638,0.082233667,0.466304988,0.00540141,0.3885,1987.82,342.685,-5.222,8.161,0.0108,-74.21,0.834546
1GLA_278,14.87,1GLA,0,-93.8202,0.360781431,0.016182819,0.006969333,0.7075,3410.65,795.984,-9.969,8.039,0.4194,-154.08,0.754471
1GLA_279,14.67,1GLA,0,-67.5622,0.005599499,0.285466999,0.007415929,0.5992,2489.75,453.129,-1.925,8.337,0.0378,-107.52,0.668537
1GLA_280,20.24,1GLA,0,-87.14565,0.114821792,-2.628126383,0.00556676,0.348,1188.47,375.741,-16.107,2.221,-0.0335,-88.01,1.008888
1GLA_281,14.52,1GLA,0,-103.3877,1.469759226,-1.893426776,0.008680625,0.4295,1148.6,378.214,-24.174,7.859,-0.1271,-85.4,1.030269
1GLA_282,21.09,1GLA,0,-44.47661,0.155768275,-0.779985428,0.005359765,0.329,2032.24,626.312,-2.734,7.34,-0.0684,-142.61,1.183392
1GLA_283,18.46,1GLA,0,-75.18632,1.05955565,-1.298856616,0.004939816,0.3579,854.063,277.178,-9.398,6.256,-0.0497,-61.22,0.842975
1GLA_284,21.19,1GLA,0,-74.12857,0.947988629,-1.354688406,0.003589608,0.3086,2037.14,579.416,-9.394,5.654,-0.0593,-100.29,0.90793
1GLA_285,3.96,1GLA,1,-85.06439,0.055421591,-0.74045819,0.00444364,0.2781,1095.74,409.114,12.348,0.201,0.0382,-63.67,0.778348
1GLA_286,10.62,1GLA,1,-58.441,-0.357218623,0.207284734,0.005456485,0.5742,3671.09,772.712,-3.254,6.423,0.0633,-80.77,0.537827
1GLA_287,14.39,1GLA,0,-69.1845,-0.011096954,0.352010369,0.006623482,0.5522,4687.62,674.134,4.531,7.763,-0.0846,-135.23,0.470741
1GLA_288,15.12,1GLA,0,-55.1981,0.007564783,0.587976635,0.007822313,0.6062,1144.83,220.411,-8.971,8.593,-0.1113,-78.15,0.783037
1GLA_289,11.87,1GLA,0,-53.8322,0.730492592,-1.023982048,0.012891192,0.4509,696.843,258.192,-14.872,2.601,-0.1638,-71.37,0.70063
1GLA_290,16.19,1GLA,0,-76.98583,0.03736496,-1.479703307,0.008983377,0.3439,202.095,106.176,-10.847,5.449,-0.0038,-45.33,1.145452
1GLA_291,20.13,1GLA,0,-97.97637,0.48697865,-2.179158211,0.006313773,0.354,280.292,133.504,-24.639,4.912,-0.0427,-52.98,1.222356
1GLA_292,14.74,1GLA,0,-61.9661,0.260846615,-0.038177636,0.007463857,0.6678,3107.96,621.015,-7.171,10.791,0.1818,-110.58,0.761144
1GLA_293,14.07,1GLA,0,-85.485545,0.666639864,-0.158286825,0.008052707,0.3808,1499.27,360.034,-4.278,6.544,0.154,-71.47,0.655676
1GLA_294,18.01,1GLA,0,-66.8674,1.660158753,-2.507118464,0.006041777,0.57,3960.93,649.018,-3.428,5.099,-0.0144,-127.29,0.472209
1GLA_295,13.26,1GLA,0,-66.64862,-0.003807902,1.332578897,0.005287962,0.6107,551.789,220.904,-28.056,6.504,0.0447,-82.23,1.225905
1GLA_296,19.89,1GLA,0,-92.657961,0.137752175,-3.44953537,0.006612706,0.24,2872.28,585.119,0.773,4.662,-0.2789,-92.59,0.259009
1GLA_297,14.02,1GLA,0,-107.98816,0.008271575,-0.227770776,0.007138764,0.398,2052.75,641.383,-29.718,7.348,-0.2871,-105.7,0.611237
1GLA_298,11.96,1GLA,0,-109.9188,0.959782124,-0.608004749,0.010279951,0.6089,2683.32,401.883,-2.772,0.723,-0.3247,-35.25,0.712463
1GLA_299,14.51,1GLA,0,-73.498,1.739074826,0.238309637,0.008254752,0.3568,1669.51,490.107,-27.169,6.826,-0.0106,-65.18,0.490515
1GLA_300,13.33,1GLA,0,-62.48544,-0.014511943,1.128708482,0.01930828,0.3652,792.753,199.321,-1.402,5.987,-0.204,-88.33,1.27951
1GLA_301,19.04,1GLA,0,-31.25523,0.268107533,-1.950233817,0.006016869,0.4997,2553.13,722.574,10.781,5.934,-0.0769,-108.04,0.629798
1GLA_302,14.52,1GLA,0,-77.75263,0.597946525,-0.273784727,0.005662696,0.3005,1013.27,308.492,-17.86,4.402,-0.1037,-37.07,0.680002
1GLA_303,12.15,1GLA,0,-75.47233,1.539923429,0.111795664,0.004795272,0.3262,187.094,98.512,-4.064,5.416,0.0425,-50.96,0.726413
1GLA_304,20.32,1GLA,0,-92.98865,1.695891976,-3.058195353,0.004385686,0.4048,4127.64,827.448,13.139,-0.791,-0.326,-143.88,0.185621
1GLA_305,18.87,1GLA,0,-53.05209,0.911184549,-2.628110886,0.005645405,0.4489,1485.86,287.321,2.496,6.44,-0.1009,-68.52,0.633361
1GLA_306,14.44,1GLA,0,-64.7512,0.038567305,0.411330134,0.006541953,0.3768,122.745,144.834,-30.951,10.055,-0.1567,-55.6,1.155498
1GLA_307,17.84,1GLA,0,-76.54631,0.522024512,-1.472014666,0.006237264,0.5313,1828.92,480.539,-0.309,3.826,-0.1276,-80.36,0.676207
1GLA_308,21.3,1GLA,0,-55.30893,1.251300931,-1.03695035,0.003157074,0.3425,1423.42,393.088,-5.053,4.274,-0.0971,-94.15,1.011355
1GLA_309,15.03,1GLA,0,-99.8922,1.327400804,-1.31317842,0.007433475,0.4238,1701.41,487.346,-17.05,0.694,-0.1598,-68.66,0.202502
1GLA_310,19.24,1GLA,0,-80.12275,0.537196755,-2.852673769,0.005491415,0.2593,2239.34,300.675,2.511,4.512,-0.0558,-94.81,0.89635
1GLA_311,18.7,1GLA,0,-76.12806,0.942811847,-2.505409956,0.008140028,0.3177,2423.66,550.543,3.445,7.152,-0.1121,-75.18,0.205539
1GLA_312,20.69,1GLA,0,-68.25387,0.005361676,-2.887201786,0.005793327,0.3266,3081.82,489.054,2.142,3.442,-0.0514,-89.38,0.732694
1GLA_313,9.87,1GLA,1,-100.4138,0.914153516,-1.110225797,0.010279951,0.5588,1471.37,500.086,0.62,-2.44,-0.2681,-71.39,1.076441
1GLA_314,4.95,1GLA,1,-50.77088,1.132733583,-1.092587113,0.006702549,0.2325,2561.21,281.591,0.565,-0.873,0.0825,-52.35,0.747594
1GLA_315,19.31,1GLA,0,4161049.746,1.093448758,-2.948306561,0.00375474,0.2431,3059.35,511.81,-5.301,5.571,-0.1483,-73.36,0.194099
1GLA_316,13.99,1GLA,0,-85.57399,0.009070039,0.511989057,0.007952593,0.2661,1920.88,400.177,-19.046,7.125,-0.0712,-90.53,0.255711
1GLA_317,4.13,1GLA,1,-104.17573,-0.176157594,-0.928579867,0.009110003,0.504,695.395,215.642,-10.883,0.248,-0.0738,-64.84,1.178909
1GLA_318,14.44,1GLA,0,-84.36848,1.954058051,-1.8934268,0.00943444,0.3418,546.9,175.487,-9.947,4.068,0.0175,-34.03,0.368355
1GLA_319,11.3,1GLA,0,-68.41723,0.900874853,0.727194011,0.004774726,0.2608,1742.42,236.283,-5.083,8.632,-0.0745,-56.4,0.710352
1GLA_320,20.69,1GLA,0,-112.63313,0.013317823,-2.370853186,0.006697052,0.3212,4843.44,996.464,1.335,6.396,-0.2741,-152.41,0.419777
1GLA_321,10.35,1GLA,1,-79.32794,0.250103593,-1.096354604,0.010279951,0.3652,816.685,247.592,-3.256,-0.232,-0.018,-58.92,1.159058
1GLA_322,14.63,1GLA,0,-91.09235,0.695642471,0.017663503,0.006552971,0.2934,399.741,189.308,-26.665,4.239,-0.1695,-36.04,0.788065
1GLA_323,14.95,1GLA,0,-56.89682,-0.585897803,-1.240094185,0.008304438,0.2948,2168.29,564.844,-16.802,0.317,-0.0119,-86.86,0.371687
1GLA_324,17.13,1GLA,0,-85.29031,0.75199455,-0.063143671,0.006370444,0.6567,2228.54,447.668,22.255,8.107,-0.1673,-84.32,0.625507
1GLA_325,4.72,1GLA,1,-76.07269,1.929118872,-1.19503653,0.005856986,0.236,663.739,149.89,11.798,-1.013,0.0258,-56.99,0.620301
1GLA_326,14.44,1GLA,0,-67.76756,0.593298435,0.381457537,0.006456026,0.3616,2137.02,412.717,-1.951,8.534,0.0406,-98.48,0.782962
1GLA_327,15.86,1GLA,0,-102.1393,1.574779391,-2.16428709,0.007214132,0.7122,3160.86,604.374,-3.974,1.402,-0.0066,-110.19,0.559244
1GLA_328,13.23,1GLA,0,-58.53039,0.205731273,0.125217229,0.012926007,0.3639,549.516,158.884,2.321,3.228,-0.084,-51.46,0.919794
1GLA_329,11.59,1GLA,0,-77.6948,0.032826662,-0.495662749,0.005011337,0.3943,4266,657.277,13.048,7.566,-0.2357,-108.85,0.549463
1GLA_330,3.75,1GLA,1,-85.445,-0.284011722,-0.931793034,0.007645433,0.3564,198.762,135.102,-13.2,0.446,-0.1479,-43.18,1.045227
1GLA_331,20.2,1GLA,0,-110.22134,1.538248181,-2.620233059,0.006123802,0.6562,1625.29,459.165,-14.532,5.103,-0.1286,-105.7,0.813515
1GLA_332,13.65,1GLA,0,-82.779245,0.990811288,-0.319236815,0.004605273,0.3362,1585.13,390.029,17.001,3.72,-0.0581,-101.73,0.857747
1GLA_333,12.83,1GLA,0,-55.90132,-0.148341656,0.203283802,0.078144252,0.5501,2239.22,584.465,-2.154,0.539,0.1546,-60.72,0.67072
1GLA_334,17.6,1GLA,0,-43.57678,0.027359962,-1.693740129,0.005279752,0.6042,2521.91,553.452,-11.13,6.593,-0.3191,-128.31,0.733203
1GLA_335,14.27,1GLA,0,-112.3460897,-0.008509994,-0.401835918,0.00603324,0.2937,2037.07,452.851,-32.232,7.851,-0.0789,-80.44,0.673003
1GLA_336,19.73,1GLA,0,-65.24578,1.16948092,-2.096426249,0.005992771,0.2921,1278.88,440.008,-18.283,5.311,-0.0542,-83.1,0.778403
1GLA_337,14.63,1GLA,0,-64.44745,1.629743576,0.112816833,0.008275829,0.64,2019.78,630.076,-9.327,11.154,0.0002,-104.26,0.975028
1GLA_338,20.14,1GLA,0,2420958.6936000003,0.0962075,-2.664412737,0.00375474,0.4943,2946.98,711.854,-7.359,1.893,-0.203,-95.15,0.723245
1GLA_339,20.8,1GLA,0,-94.81552,1.137978673,-2.728441715,0.005834325,0.3217,1121.44,242.345,-11.125,3.418,-0.0807,-72.41,0.94098
1GLA_340,13.96,1GLA,0,-119.29514,1.07562232,-0.517275214,0.004737048,0.3438,2402.46,525.104,20.859,6.459,-0.1172,-107.72,0.753218
1GLA_341,14.33,1GLA,0,-20.5436,-0.226675391,-0.06345804,0.007546296,0.6817,5775.25,1103.879,5.67,10.958,0.3952,-151.94,0.30863
1GLA_342,4.28,1GLA,1,-111.20206,-0.001238227,-0.973288834,0.007297815,0.549,2890.77,605.946,10.226,-0.959,-0.1514,-74.86,0.746282
1GLA_343,14.12,1GLA,0,-43.10045,0.458573937,-1.8934268,0.009154688,0.4194,986.372,272.894,-10.423,4.811,0.1709,-74.67,0.620568
1GLA_344,19.48,1GLA,0,-64.45401,1.882869244,-1.605247259,0.006827663,0.3413,611.783,249.737,-21.142,7.152,-0.1928,-69.38,0.824011
1GLA_345,3.88,1GLA,1,-83.23882,-1.017567754,-1.053520203,0.006897997,0.3639,272.891,122.134,-12.938,0.017,-0.0985,-25.98,0.978671
1GLA_346,13.71,1GLA,0,-103.00032,0.788148761,-1.473611832,0.006850579,0.5505,2462.49,557.914,-0.562,6.301,-0.0743,-112.75,0.674935
1GLA_347,21.21,1GLA,0,-73.95357,0.693090737,-0.775997519,0.00263262,0.3122,1895.54,487.279,-7.571,5.412,-0.0116,-93.65,0.80729
1GLA_348,13.2,1GLA,0,-77.035091,1.063901424,-0.100266859,0.025693614,0.3767,747.952,255.96,-1.951,2.206,0.0084,-46.19,0.850513
1GLA_349,19.12,1GLA,0,-44.20612,0.704169333,-1.75481987,0.005303308,0.3457,2143.87,619.329,6.209,7.438,-0.0602,-106.85,0.70092
1GLA_350,19.53,1GLA,0,-38.8396,0.170476198,-3.239857435,0.005434565,0.2567,2668.76,665.023,7.836,6.046,-0.4206,-82.5,-0.077571
1GLA_351,20.97,1GLA,0,-88.60978,0.258848071,-1.609910011,0.005463721,0.335,3062.84,642.603,-2.425,5.018,-0.1018,-119.28,0.769731
1GLA_352,19.99,1GLA,0,-77.81886,0.99866581,-2.233001471,0.004911595,0.3013,1336.69,323.061,-12.018,4.78,-0.0876,-66.13,0.91658
1GLA_353,15.25,1GLA,0,-55.294161,0.48230052,-0.521930635,0.006815991,0.5863,2334.42,676.933,-8.226,4.441,-0.1213,-112.76,0.152117
1GLA_354,12.86,1GLA,0,-72.480756,0.808631897,-0.720674574,0.007751476,0.6668,2408.23,776.613,-7.169,0.378,-0.0776,-77.92,0.579101
1GLA_355,20.33,1GLA,0,-74.64722,1.246206999,-2.387923241,0.005110961,0.3104,302.118,140.607,-2.387,3.873,-0.082,-64.64,0.967164
1GLA_356,4.84,1GLA,1,-67.12233,0.052515626,-1.370023847,0.006560162,0.2892,733.613,311.875,-1.624,-0.009,-0.0465,-42.17,0.854592
1GLA_357,10.81,1GLA,1,-54.54657,1.037243366,-0.458169758,0.044754811,0.5446,319.825,137.331,0.446,-5.301,-0.0454,-47.21,0.763306
1GLA_358,4.57,1GLA,1,-64.7952,-0.014438272,-1.077031612,0.008056628,0.5929,3101.17,639.27,26.322,-5.214,-0.1796,-78.23,0.471936
1GLA_359,19.67,1GLA,0,-41.25442,0.588564038,-0.780015051,0.006298346,0.2337,1239.69,283.84,-1.382,5.055,-0.0062,-59.78,0.639754
1GLA_360,16.35,1GLA,0,-103.97473,0.806128025,-1.676353097,0.005925341,0.3176,3350.27,597.109,6.315,5.032,-0.1923,-122.91,0.320315
1GLA_361,17.65,1GLA,0,-121.09105,1.903975248,-2.193673134,0.005561971,0.297,3334.39,720.17,11.736,2.743,-0.1867,-127.51,0.093403
1GLA_362,20.51,1GLA,0,-81.03074,1.401365161,-2.762812853,0.00664278,0.3449,1640.94,419.766,2.982,2.066,-0.0361,-116.1,1.230091
1GLA_363,19.74,1GLA,0,-51.12213,1.911112428,-3.354595661,0.006408343,0.2579,5495.32,716.024,16.501,8.958,-0.0748,-95.78,0.37544
1GLA_364,4.84,1GLA,1,-67.664682,0.738080204,-0.923940599,0.00775156,0.2768,2691.05,378.451,-1.946,-0.949,0.0728,-47.88,0.680146
1GLA_365,18.62,1GLA,0,-46.80917,1.655874133,-3.34944725,0.007373054,0.2425,2789,416.581,18.703,5.685,-0.2613,-67.58,0.681666
1GLA_366,16.11,1GLA,0,-67.23247597,1.540458083,-1.831871986,0.006965897,0.2274,2332.55,189.036,-6.572,6.665,-0.0409,-45.03,0.323412
1GLA_367,13.42,1GLA,0,-59.10725,-0.016032815,0.969290733,0.006278716,0.6534,1643.39,366.6,-17.915,8.69,0.0051,-78.69,1.148043
1GLA_368,15.17,1GLA,0,-82.43967,1.200985789,-0.341346562,0.006770515,0.5971,1825.25,515.36,-1.612,4.472,-0.0451,-104.29,0.426155
1GLA_369,16.87,1GLA,0,-102.7727,1.618748903,-1.883973002,0.006147248,0.2559,3118.81,474.359,2.531,3.902,-0.0284,-116.7,0.418676
1GLA_370,14.48,1GLA,0,-76.9583,0.349161386,0.698672116,0.007246913,0.569,1868.49,339.229,-9.26,7.828,0.105,-75.26,0.579934
1GLA_371,12.99,1GLA,0,-67.07871,0.258737922,0.002310104,0.00685732,0.4407,1516.21,524.586,-5.062,3.199,-0.0849,-80.4,0.591253
1GLA_372,12.11,1GLA,0,-95.58755,0.300648808,-0.326658547,0.004129034,0.4734,2841.53,461.013,-13.543,-1.214,0.0023,-90.41,0.919266
1GLA_373,9.9,1GLA,1,-64.79749,0.642769456,0.070259929,0.008262687,0.6476,1231.24,321.294,-15.731,1.97,-0.0017,-55.53,0.607616
1GLA_374,14.39,1GLA,0,-81.46334,0.416159749,-1.8934268,0.007867975,0.3322,784.52,236.293,1.551,5.555,-0.0795,-57.34,0.632105
1GLA_375,14.32,1GLA,0,-68.77901,1.491475105,0.017370729,0.008674709,0.6537,2008.31,501.818,-17.611,7.412,-0.0801,-100.49,0.939572
1GLA_376,18.38,1GLA,0,-102.98427,1.602744818,-2.000668287,0.005681077,0.5682,2449.11,667.055,-12.673,7.313,-0.0056,-100.72,0.540038
1GLA_377,10.41,1GLA,1,-56.77933,-1.608219743,-0.573630214,0.016560707,0.6699,2359.03,574.954,-5.138,3.704,-0.0011,-90.65,0.573726
1GLA_378,18.15,1GLA,0,-48.841418,1.762807131,-3.620414257,0.007380124,0.2536,3042.87,478.594,27.819,6.528,-0.2437,-85.23,0.564419
1GLA_379,14.8,1GLA,0,-56.75238,1.852342248,-0.470918864,0.007542093,0.2749,919.051,272.022,-11.096,3.787,0.409,-48.74,0.687757
1GLA_380,18.64,1GLA,0,-44.19352045,1.926938057,-1.111450672,0.005491905,0.3112,440.107,138.936,2.655,4.16,-0.0694,-45.43,0.783965
1GLA_381,14.51,1GLA,0,-74.781,1.162909746,0.56691885,0.006119356,0.3548,1006.84,246.989,-27.647,9.781,-0.1673,-71.46,0.894385
1GLA_382,18.23,1GLA,0,-57.93022,0.472164631,-2.748313189,0.006744492,0.6713,4138,864.465,14.84,5.533,-0.0599,-127.33,0.231652
1GLA_383,13.01,1GLA,0,-66.59269,-0.125177145,-0.155766428,0.006160195,0.5962,1833.61,370.382,-9.114,0.523,0.1215,-69.94,0.8095
1GLA_384,19.09,1GLA,0,-49.4566,1.136523962,-1.339563131,0.003629646,0.2914,745.634,159.736,-12.946,4.802,-0.1179,-59.47,0.728748
1GLA_385,13.2,1GLA,0,-87.91328,0.355136037,0.008467325,0.018198529,0.3448,1724.82,285.109,-9.877,1.941,0.0202,-75.46,0.053799
1GLA_386,15.33,1GLA,0,-66.17083,1.522286415,-0.303612202,0.009828685,0.3914,718.516,169.892,1.84,6.104,-0.0843,-66.82,0.556163
1GLA_387,11.48,1GLA,0,-87.12207,0.15884912,-0.352768153,0.005734908,0.5236,2576.43,601.652,-0.192,9.386,-0.0557,-84.26,0.608421
1GLA_388,19.44,1GLA,0,-68.1137,1.358427286,-3.026840925,0.005313383,0.263,3000.36,635.116,12.677,5.51,-0.2558,-84.92,0.408452
1GLA_389,14.54,1GLA,0,-82.9083,1.892397881,0.126955405,0.009904896,0.3763,1866.8,528.515,-14.525,6.418,0.0912,-70.87,0.518272
1GLA_390,12.5,1GLA,0,-97.44562,1.930803418,-0.823916912,0.006883293,0.6564,3856.04,701.247,-3.53,6.726,0.2423,-99.52,0.345142
1GLA_391,4.83,1GLA,1,-45.84799,-0.36699295,-1.174028516,0.00697526,0.2729,1905.15,322.351,10.3,-3.143,-0.0162,-62.36,0.527128
1GLA_392,17.42,1GLA,0,-63.9387,1.285393953,-1.132358789,0.005219733,0.5168,2405.24,333.231,-5.905,6.072,-0.1591,-88.25,0.743003
1GLA_393,14.83,1GLA,0,-81.1811,-0.040689826,0.201308757,0.004167364,0.627,1168.24,247.414,-7.218,7.734,-0.2224,-107.67,0.763805
1GLA_394,18.21,1GLA,0,-41.815615,1.309678555,-1.405356407,0.004433113,0.3539,2659.44,572.765,1.499,6.046,-0.1694,-99.2,0.385671
1GLA_395,12.14,1GLA,0,-116.924855,0.371369362,-0.414435655,0.01792099,0.3194,1616.6,313.07,8.742,-2.111,-0.1102,-82.39,0.490737
1GLA_396,12.55,1GLA,0,-87.3311,-1.691047192,-1.031865716,0.010279951,0.4751,425.7,82.886,-9.061,-2.419,-0.2595,-58.29,1.014975
1GLA_397,12.74,1GLA,0,-73.70147,0.329190016,0.22718738,0.027592801,0.5016,1006,343.794,2.552,1.421,0.0347,-56.76,0.713168
1GLA_398,11.85,1GLA,0,-80.38408,1.017291307,-0.23414585,0.015887627,0.3017,802.644,210.997,12.992,-0.333,-0.0642,-64.86,0.442253
1GLA_399,4.64,1GLA,1,-54.29593,-0.105231047,-1.007334828,0.007886037,0.3046,2313.51,292.978,1.553,-2.334,-0.0272,-57.08,0.775485
1GLA_400,15.19,1GLA,0,-62.27488,1.545544624,-1.8934268,0.008508102,0.4211,668.114,204.571,0.957,6.192,-0.0225,-59.41,0.398287
1EFN_1,12.2,1EFN,0,43.54787999999999,-0.066460133,0.363803238,0.058462773,0.555,1034.52,401.213,-17.2,9.921,-0.1153,-86.04,0.76773
1EFN_2,12.24,1EFN,0,928190.9072,-0.088649035,0.405106515,0.045764454,0.4113,1044.3,395.32,-21.551,10.108,0.0138,-84.39,0.812773
1EFN_3,11.44,1EFN,0,78.40924799999999,0.940740705,0.150094643,0.0160503,0.5507,1507.06,555.624,-17.6,18.338,-0.2242,-108.05,1.093451
1EFN_4,10.49,1EFN,1,35.74344000000001,1.012612104,-0.409719199,0.105697185,0.3692,487.743,263.682,-18.392,13.21,-0.0847,-81.66,1.195442
1EFN_5,11.4,1EFN,0,207.165434,1.169478178,0.165284187,0.010279951,0.5483,1433.29,492.112,-15.239,17.929,-0.0979,-111.55,0.893543
1EFN_6,7.74,1EFN,1,161.77229999999997,0.076084733,-0.562176406,0.010279951,0.5572,1354.54,390.899,-26.656,10.107,-0.1237,-89.58,1.303061
1EFN_7,9.22,1EFN,1,6256915.938879999,1.123117805,0.555226684,0.010279951,0.3555,1338.25,520.4,-21.114,10.82,-0.0286,-64.76,1.074948
1EFN_8,12.29,1EFN,0,103.3035,0.04203558,0.357663274,0.044325713,0.3641,1052.08,417.717,-24.297,9.998,0.0746,-87.14,0.820224
1EFN_9,10.66,1EFN,1,55.33608,0.189480543,-0.638756931,0.043782864,0.3321,597.703,280.047,-19.473,13.328,-0.1352,-81.3,1.180984
1EFN_10,12.17,1EFN,0,25.053439999999995,0.512414217,0.567889631,0.05775816,0.5278,1252.18,502.046,-11.18,10.419,-0.239,-85.44,0.658723
1EFN_11,12.13,1EFN,0,105.48649999999998,1.018476486,0.3212758,0.069312073,0.4117,1571.76,515.02,-28.278,11.19,-0.2822,-86.94,0.853526
1EFN_12,12.65,1EFN,0,55.8952,0.86767906,0.085831247,0.062198631,0.4871,1147.51,496.283,-15.461,9.767,-0.1836,-91.91,0.995687
1EFN_13,11.21,1EFN,0,74.09062000000002,0.074914932,0.66795212,0.045427449,0.328,900.002,346.555,-20.796,8.069,0.0805,-61.07,0.908978
1EFN_14,10.92,1EFN,1,89.83811999999999,-0.002637625,0.566182792,0.030252445,0.3121,1094.8,397.68,-17.622,8.723,-0.208,-70.68,0.944104
1EFN_15,11.85,1EFN,0,16.927599999999998,0.473962665,0.55121243,0.066606797,0.3601,633.266,302.476,-14.794,10.178,-0.0761,-61.91,0.870283
1EFN_16,11.25,1EFN,0,146.267898,0.454645634,0.224864736,0.05247971,0.5614,1479.92,587.476,-16.403,17.875,-0.1114,-106.23,1.078586
