PDB,label,PID,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,PIsToN,GNN-DOVE,DeepRank-GNN,dMaSIF
3KWV-model-1-pos,1,3KWV,-117.30378,-124.046,0.937,3.314,-4.49,0.0627,15.7,0.549144,-1.747382641,0.2615,0.006421922,1.969230771
3KWV-model-4-neg,0,3KWV,-78.3458,-236.543,-5.981,-31.413,4.578,-0.3578,-46.8,1.538296,1.874841094,0.2274,0.003303755,-0.555722356
3KY8-model-67-pos,1,3KY8,-24.63044,144.801,19.979,-10.614,2.108,-0.0696,-35.23,0.973973,-1.406075239,0.2348,0.006094624,1.916480184
3KY8-model-90-neg,0,3KY8,-82.74574,-113.983,-0.743,-18.254,6.24,-0.1664,-32.17,0.760169,1.939348578,0.2274,0.007679624,-1.640455723
3KZH-model-3-pos,1,3KZH,-138.5097,76.2147,16.788,14.233,-2.43,0.0045,-1.73,0.603907,-1.856969476,0.5668,0.04370876,2.308390856
3KZH-model-5-neg,0,3KZH,-105.13125,30.7044,34.548,-24.418,14.322,-0.4318,-115.75,2.218734,1.818489075,0.3291,0.003649121,-1.018445373
3L2H-model-1-pos,1,3L2H,-309.8883,-37.645,17.203,1.032,6.279,-0.1078,-5.15,0.462793,-1.873128057,0.6189,0.125700727,2.07550168
3L2H-model-56-neg,0,3L2H,-66.3194,-531.082,-21.958,-96.495,26.562,-0.8938,-161.72,4.313551,1.749091864,0.2686,0.007657877,-4.052098274
3LHX-model-1-pos,1,3LHX,-152.8461,218.454,40.302,2.403,-4.32,-0.0734,-11.32,0.360567,-1.573457599,0.2618,0.007236286,3.383855581
3LHX-model-43-neg,0,3LHX,-48.63888,-477.923,-10.289,-70.865,22.548,-0.5251,-63.89,2.320787,1.91872859,0.3209,0.005619234,-1.393448591
3LM1-model-12-pos,1,3LM1,-20.16935,-38.2174,-1.012,-7.52,1.029,-0.065,0.58,0.216837,1.012183666,0.3421,0.006257056,-0.223480135
3LM1-model-6-neg,0,3LM1,-21.95501,-31.5155,12.774,-15.62,2.755,-0.1723,-6.19,0.48187,1.149678469,0.308,0.006574076,-0.654086649
3LRJ-model-21-pos,1,3LRJ,-96.71448,-70.9892,-0.565,-19.114,7.696,-0.2503,-23.12,0.93342,1.375333786,0.2531,0.011240716,0.543552876
3LRJ-model-53-neg,0,3LRJ,-63.826,-110.115,8.987,-18.174,8.167,-0.11,-35.43,1.066537,0.851282418,0.2274,0.00654259,1.017790556
3M5O-model-1-pos,1,3M5O,-70.23616,24.916,4.159,-4.466,-5.043,-0.023,-1.54,0.22135,0.014189482,0.3859,0.005234159,0.731217384
3M5O-model-62-neg,0,3M5O,-17.57621,-87.7422,-6.208,-9.047,-0.336,-0.2923,-33.96,0.815772,1.81505239,0.3002,0.001871332,-0.395891041
3M5R-model-28-pos,1,3M5R,-46.70289,48.6858,9.343,-14.567,6.641,-0.1911,-4.84,0.48396,1.854477406,0.3115,0.015428352,0.032637957
3M5R-model-85-neg,0,3M5R,-46.41373,-75.5368,2.889,-14.538,4.177,-0.0557,-18.77,0.910183,1.880802155,0.2866,0.008028997,-0.579482794
3M85-model-1-neg,0,3M85,-68.16252,-113.155,11.046,-0.616,-3.24,-0.0361,36.54,0.656764,1.944333196,0.2905,0.005728886,-1.491071582
3M85-model-34-pos,1,3M85,-63.09025,-155.917,-2.84,-11.345,1.97,-0.2172,-34.15,1.203054,-0.347341895,0.3658,0.005769787,0.328639716
3MAL-model-19-neg,0,3MAL,-38.41636,-36.758,13.181,10.269,-1.665,-0.1212,0.09,0.654348,1.259364367,0.2274,0.010188727,0.115803316
3MAL-model-3-pos,1,3MAL,-67.15503,236.182,83.437,-11.325,-0.797,-0.2406,3.06,0.818193,0.58930099,0.2274,0.010279951,1.104093313
3ME4-model-1-pos,1,3ME4,-139.2729,209.995,53.814,9.902,-2.946,-0.0215,-5.62,0.548534,-0.459989309,0.2623,0.009773761,0.356975347
3ME4-model-10-neg,0,3ME4,-96.5447,-176.209,-10.254,12.176,3.015,-0.1115,-37.47,1.201072,1.881260276,0.2539,0.002170727,-0.082921006
3MJ9-model-2-neg,0,3MJ9,-52.9214,-44.4307,1.768,19.653,-1.083,-0.0097,8.31,0.583451,1.816200972,0.3222,0.007086988,-0.655257046
3MJ9-model-4-pos,1,3MJ9,-92.27328,-178.763,-7.009,-16.741,10.954,-0.2115,-13.05,1.011606,1.882663727,0.315,0.009697946,0.404349595
3ML6-model-1-pos,1,3ML6,-190.7062,-170.699,-0.008,-16.505,7.238,-0.0698,-16.08,0.637478,-1.45597887,0.2274,0.006917755,1.75386703
3ML6-model-2-neg,0,3ML6,-93.97749,-443.831,-7.297,-68.631,35.763,-0.6318,-106.83,1.991631,1.245915174,0.2274,0.004871442,-0.927370071
3MZW-model-1-pos,1,3MZW,-111.79611,-13.743,17.085,-6.675,0.585,-0.0135,6.72,0.474185,-1.182304382,0.5505,0.004647507,0.426297247
3MZW-model-53-neg,0,3MZW,-55.84556,-254.991,-6.195,-37.142,6.539,-0.4631,-26.19,1.202509,1.935310483,0.3038,0.005314097,-0.143998146
3N4I-model-2-pos,1,3N4I,-167.7898,-42.4187,17.406,-7.912,9.018,-0.0896,11.01,0.446591,-1.378575325,0.3807,0.19823499,1.822223186
3N4I-model-90-neg,0,3N4I,-93.716296,317.877,51.889,-40.143,11.499,-0.3411,-38.68,1.560796,1.952933788,0.278,0.010279951,-0.404253572
3N6Q-model-3-pos,1,3N6Q,-155.2981,-58.4059,0.351,-7.709,1.866,-0.025,24.02,0.289591,-1.4829247,0.2274,0.010279951,0.289026409
3N6Q-model-74-neg,0,3N6Q,-37.82317242,-280.149,-2.955,-38.207,2.3,-0.2842,-31.63,1.079261,1.953915954,0.2427,0.004543442,-0.27388984
3NCT-model-1-pos,1,3NCT,-178.0546,-21.6012,-0.901,-3.471,2.666,-0.0948,13.28,0.427839,-1.712910891,0.3924,0.010279951,1.039073586
3NCT-model-2-neg,0,3NCT,-64.80325,-317.64,-10.909,-56.33,26.911,-0.3286,-60.49,2.751139,1.875726581,0.2981,0.007350217,-0.199840009
3NEK-model-29-neg,0,3NEK,-54.18622,-51.7545,44.331,-4.997,4.845,-0.2811,6.65,1.352598,0.54561758,0.346,0.006035234,0.577727675
3NEK-model-83-pos,1,3NEK,-46.66643,10.1743,9.95,-14.34,1.489,0.0109,-34.99,1.032615,0.81731391,0.2274,0.009739482,1.176117182
3NGB-model-43-neg,0,3NGB,-90.66537,2.44942,-0.369,-17.921,-1.845,-0.004,-12.55,0.317757,1.632048368,0.3303,0.003131003,-1.880938411
3NGB-pos,1,3NGB,-179.005,-124.274,-3.798,-4.187,1.308,-0.0542,-12.55,0.749425,0.998887837,0.2274,0.005900755,1.152993202
3NPG-model-1-pos,1,3NPG,-169.98108,678.69,8.078,-36.345,4.744,-0.0769,-31.13,0.870774,-1.925377846,0.5669,0.010279951,2.271933317
3NPG-model-57-neg,0,3NPG,-98.2233,-514.26,-13.503,-26.924,6.151,-0.5363,-110.64,2.625883,1.387439728,0.2681,0.027577844,1.057304263
3NTQ-model-1-pos,1,3NTQ,-230.676154,-19.5041,7,-1.652,-4.406,0.0456,37.55,0.638816,-1.826129436,0.2274,0.007995566,2.665632963
3NTQ-model-83-neg,0,3NTQ,-62.78658,-441.097,-12.051,-69.945,3.582,-0.481,-99.7,2.708506,1.951728344,0.2274,0.004665586,-2.09758544
3O2X-model-1-pos,1,3O2X,-152.32954,-59.9459,-0.765,4.684,4.172,0.0231,1.09,0.544005,-0.296231151,0.4,0.010279951,-0.224327669
3O2X-model-26-neg,0,3O2X,-19.56298,-142.33,-6.653,-9.213,13.332,-0.1264,-38.96,1.005278,1.944072843,0.3262,0.017783318,-1.038319588
3O34-model-83-neg,0,3O34,-26.41228,12.0942,6.182,-8.266,-1.637,0.0177,0.01,0.124806,1.137729764,0.2893,0.004060593,-0.237391308
3O34-pos,1,3O34,-205.801,-58.4376,-3.037,-16.502,0.382,-0.1193,-14.29,0.277946,0.530252576,0.304,0.005575753,-1.029334903
3O9L-model-2-pos,1,3O9L,-195.8068,-39.9983,2.747,-22.12,15.991,-0.1007,-19.35,1.02661,-1.911836386,0.4934,0.106524907,1.722409606
3O9L-model-30-neg,0,3O9L,-70.83372,-92.6209,69.659,-52.361,22.294,-0.7562,-136.72,2.676771,1.198415756,0.2515,0.006316557,-0.091994345
3OJ2-model-2-pos,1,3OJ2,-128.8325,-30.313,16.641,-14.243,1.453,-0.078,-8.95,0.694144,-1.259292364,0.2467,0.00524467,0.003496505
3OJ2-model-5-neg,0,3OJ2,-85.59232,-176.193,22.136,-35.087,4.71,-0.4048,-31.79,1.10101,1.687292337,0.2257,0.007055064,0.353503138
3OJM-model-70-neg,0,3OJM,-72.917,446.919,57.507,12.208,-1.633,-0.0957,2.25,0.828965,1.906413674,0.231,0.004445612,-0.702158749
3OJM-model-91-pos,1,3OJM,-82.49066,-0.478596,34.801,-10.084,2.432,-0.3171,-9.06,0.972753,1.588375568,0.315,0.00697667,0.546469152
3OKJ-model-2-pos,1,3OKJ,-136.09103,1353.98,130.519,-17.529,1.104,-0.1022,11.05,0.510317,-1.731556773,0.3423,0.108429678,1.101670742
3OKJ-model-6-neg,0,3OKJ,-44.8346,-47.4894,24.639,-35.107,6.262,-0.2602,-27.41,1.33609,1.935780883,0.2784,0.006353719,-1.031638145
3OLM-model-1-pos,1,3OLM,-112.06888,59.6503,43.19,-19.959,-0.64,-0.0294,1.98,0.489324,-0.948088884,0.2772,0.010279951,3.091258049
3OLM-model-22-neg,0,3OLM,-64.73468,652.317,-7.603,-40.555,11.711,-0.3606,-52.53,1.5914,1.913292646,0.3484,0.003848457,-1.485829949
3OSL-model-1-pos,1,3OSL,-136.3905,-18.4063,-2.296,7.034,-4.947,-0.157,2.3,0.287702,-1.294491053,0.3875,0.010279951,1.270812869
3OSL-model-84-neg,0,3OSL,-28.282783,-268.456,-11.012,-29.758,5.754,-0.5104,-30.13,1.365736,1.961773396,0.2797,0.008894194,-1.380072713
3OZB-model-1-pos,1,3OZB,-142.1712,5.04263,10.442,-11.657,5.651,-0.0943,1.1,0.698115,-1.124315619,0.2274,0.146540329,0.965252876
3OZB-model-51-neg,0,3OZB,-105.1959,-199.731,-9.104,-27.619,13.442,-0.1442,-43.89,1.153262,1.763774157,0.2287,0.009496987,-0.444949389
3P71-model-1-pos,1,3P71,-245.6393,-101.284,-1.578,0.346,-5.427,-0.0123,20.67,0.261894,-1.810266256,0.4247,0.007242838,2.829016447
3P71-model-62-neg,0,3P71,-41.17418,-587.29,-12.083,-46.842,15.226,-0.7014,-68.17,2.854739,1.937098861,0.2274,0.00486722,-1.224637747
3P83-model-1-pos,1,3P83,-82.85358,938.691,29.813,-8.183,-1.243,-0.0965,-18.59,0.679582,0.002810001,0.2274,0.009582831,2.260144711
3P83-model-20-neg,0,3P83,-64.32669,-164.139,-6.454,-22.667,2.822,-0.1858,-35.43,0.944114,1.469451666,0.2274,0.003045523,0.866311491
3P8B-model-36-pos,1,3P8B,-51.08188,10.1906,11.618,-3.032,-3.354,0.0004,11.79,0.425514,1.375149965,0.5693,0.006841282,0.131329834
3P8B-model-71-neg,0,3P8B,-32.46065,132.587,67.752,-4.506,2.456,0.0185,-21.91,0.704706,1.743822098,0.3432,0.005298993,-0.249138996
3P95-model-1-pos,1,3P95,-117.89387,-58.7953,3.533,-5.241,3.415,-0.1855,11.31,0.529439,-1.792262912,0.4458,0.010279951,1.093762875
3P95-model-95-neg,0,3P95,-46.83833,-157.412,-9.079,-5.713,7.638,-0.4983,-57.25,1.392129,1.859048128,0.2817,0.00810277,0.650084317
3P9W-model-1-pos,1,3P9W,-148.9621,-66.7456,-1.905,-19.029,4.682,-0.097,-4.41,0.47883,-1.074733734,0.2843,0.19805634,1.147664189
3P9W-model-98-neg,0,3P9W,-67.8656,-268.044,-8.01,-49.221,5.269,-0.4234,-40.44,1.287894,1.899130464,0.2987,0.069513217,-1.103954673
3PGA-model-6-pos,1,3PGA,-150.9792,469.835,52.728,-18.322,-2.062,-0.0959,-17.3,0.534804,1.074709892,0.2274,0.00756225,2.083304167
3PGA-model-8-neg,0,3PGA,-72.92839,-317.029,25.451,-64.293,20.201,-0.3876,-57.19,1.806866,-1.756896019,0.2558,0.00988429,-0.453827769
3PIG-model-1-pos,1,3PIG,-287.5387,-33.0302,4.738,25.621,-0.965,-0.0588,15.05,0.344774,-1.6284585,0.2274,0.017047718,0.731612623
3PIG-model-16-neg,0,3PIG,-110.15094,-437.336,-12.976,16.852,0.761,-0.3537,-52.69,2.022725,1.958274961,0.2274,0.005511637,-0.656705558
3PIM-model-2-pos,1,3PIM,-158.96484,174.148,21.98,-1.737,7.603,-0.1296,7.59,0.760442,-1.883919597,0.1629,0.00941025,2.20318532
3PIM-model-74-neg,0,3PIM,-90.6397,-91.9883,0.682,-53.355,19.693,-0.1301,-30.44,1.83689,1.957142711,0.1402,0.008930611,0.63879627
3PPE-model-3-pos,1,3PPE,-142.7719,-78.1668,2.737,-3.325,2.181,-0.0362,4.86,0.689664,-0.324265003,0.3913,0.006256676,0.622773349
3PPE-model-47-neg,0,3PPE,-41.13005,-129.57,-3.378,-36.981,3.668,-0.3444,-6.67,0.86356,1.949539542,0.2787,0.004869271,-0.396284968
3PRP-model-6-pos,1,3PRP,-51.00569,-33.4172,1.862,-3.6,-0.788,-0.0238,7.83,0.596043,0.114794493,0.2374,0.010678571,0.640985727
3PRP-model-79-neg,0,3PRP,-41.42077,-89.9304,3.202,-18.826,-0.083,-0.2134,-22.15,0.932075,1.875985265,0.2846,0.016375037,-1.966895103
3PYY-model-1-pos,1,3PYY,-145.457269,141.21,13.89,16.944,0.673,0.1064,33.63,0.165716,-0.742885113,0.2274,0.010279951,0.794053614
3PYY-model-51-neg,0,3PYY,-70.46332,-129.982,-6.037,-14.973,-1.465,-0.261,-26.68,0.923117,1.950952649,0.2937,0.004864162,-0.781766832
3Q7H-model-40-pos,1,3Q7H,-109.234,-102.527,-1.403,-19.873,6.977,-0.1745,-9.08,0.643164,0.114480853,0.2456,0.006582316,0.169029161
3Q7H-model-89-neg,0,3Q7H,-88.7317,332.432,66.589,-23.556,7.576,-0.2594,16.11,0.890029,0.483593345,0.3604,0.005090363,-0.714190423
3Q87-model-35-neg,0,3Q87,-61.06326,136.033,18.361,-3.785,-2.41,0.009,7.18,0.749456,1.802385807,0.2274,0.008189731,-0.710635066
3Q87-model-52-pos,1,3Q87,-70.34818,19.6296,-3.369,-14.102,-0.508,-0.2488,-29.69,1.052446,0.549885154,0.2274,0.006288745,1.202299953
3Q9N-model-10-neg,0,3Q9N,-59.87329,28.0285,38.165,-16.776,1.825,-0.0353,6.86,0.549125,1.847615123,0.2545,0.008079557,-4.18261385
3Q9N-model-70-pos,1,3Q9N,-67.69964,-55.5618,39.49,-25.486,3.143,-0.0718,5.29,0.862526,1.390054226,0.268,0.009696902,1.273785591
3Q9U-model-2-pos,1,3Q9U,-68.92076,12.8895,22.805,-30.836,-0.873,-0.05,-2.03,0.455179,0.03931284,0.2716,0.009367135,0.727399111
3Q9U-model-79-neg,0,3Q9U,34.0177,-188.329,-2.094,-36.063,4.59,-0.1959,-5.56,1.178898,1.78594768,0.2818,0.007734072,0.414746284
3QC8-model-1-pos,1,3QC8,-141.1666,-50.1792,1.482,-6.562,-1.517,0.0239,12.84,0.613214,-1.084047556,0.3099,0.010279951,2.30096364
3QC8-model-9-neg,0,3QC8,-63.76972,-336.923,-7.335,-48.877,6.602,-0.3735,-28.84,1.601636,0.466982007,0.354,0.007934773,0.264554888
3QDZ-model-2-pos,1,3QDZ,-48.10718,-20.9141,-0.987,12.061,-2.082,-0.011,20.52,0.087146,0.255536437,0.3411,0.433490664,1.16171968
3QDZ-model-87-neg,0,3QDZ,-20.59129,-29.6211,-3.15,-8.335,1.55,-0.0867,-16.74,0.404308,0.954461753,0.2902,0.033548325,-0.181883842
3QFM-model-66-pos,1,3QFM,-64.63838,-84.1499,11.351,-3.506,1.735,-0.182,14.62,0.302606,1.205574989,0.2274,0.00595787,1.616458058
3QFM-model-93-neg,0,3QFM,-68.8134,-119.919,1.237,-4.96,1.08,-0.1453,3.36,0.716313,1.948709726,0.2274,0.005157888,-0.839762986
3QHY-model-2-pos,1,3QHY,-170.3898,166.345,28.324,-6.995,-4.928,-0.1375,5.15,0.362635,-1.488835573,0.33,0.008290757,0.945696115
3QHY-model-69-neg,0,3QHY,-39.48359,-311.992,0.025,-46.436,7.907,-0.3853,-18.43,1.432678,1.688205123,0.2303,0.007793179,0.083519176
3QJ7-model-6-pos,1,3QJ7,-120.3518,175.572,56.107,-13.171,11.657,-0.0611,-0.38,0.78521,-1.1346457,0.2274,0.010279951,-0.811389804
3QJ7-model-63-neg,0,3QJ7,-60.77772,-217.576,-4.411,-0.231,-0.949,-0.2776,-26.5,0.765099,1.893909931,0.2274,0.003559332,0.022657238
3QNA-model-1-pos,1,3QNA,-133.608,-9.99718,4.654,-12.712,1.217,0.0645,-12.97,0.382139,-1.801807523,0.6069,0.030887187,0.960942745
3QNA-model-91-neg,0,3QNA,-55.30764,-111.843,-10.315,-38.118,1.258,-0.3291,-56.38,1.344765,1.59885788,0.2274,0.008254727,-1.638706803
3QQ8-model-4-pos,1,3QQ8,-66.98767,-72.5353,6.954,-13.946,-0.72,-0.0035,-10.26,0.34155,-0.196189284,0.2274,0.02728688,2.036254406
3QQ8-model-65-neg,0,3QQ8,-58.78648,-143.183,-0.323,-22.902,6.513,-0.1677,-6.35,0.837088,1.471742034,0.2331,0.005816533,-0.09064319
3QSK-model-1-pos,1,3QSK,-99.84039,112.299,41.584,-3.171,-1.326,0.0148,-0.68,0.438802,-0.55145359,0.2837,0.008683682,0.072599269
3QSK-model-19-neg,0,3QSK,-68.4478,-125.229,-5.364,-12.093,0.942,-0.1227,-13.75,0.644224,1.925061345,0.2539,0.00699735,-0.285208941
3QWN-model-1-pos,1,3QWN,-118.47684,2480.49,167.997,23.993,-2.246,-0.0938,7.39,0.730427,0.037528396,0.3297,0.021186359,1.066079974
3QWN-model-56-neg,0,3QWN,-97.87385,-40.6946,-8.078,-16.079,0.213,-0.3845,-35.54,0.95526,1.024390578,0.3704,0.004873532,0.527398229
3QWQ-model-20-neg,0,3QWQ,-33.775208,964.192,27.534,-18.056,-3.795,0.2111,-11.36,0.68521,1.957139611,0.3407,0.010279951,-0.507552505
3QWQ-model-5-pos,1,3QWQ,-75.64536,-164.006,-6.423,-18.924,1.88,-0.2964,-26.69,0.758811,0.35319972,0.2663,0.010279951,1.496264935
3RDZ-model-1-pos,1,3RDZ,-111.53501,99.3836,16.3,-9.288,-1.638,-0.1808,-14.37,0.620306,-0.059432864,0.2274,0.010175184,0.122031182
3RDZ-model-75-neg,0,3RDZ,-35.79091,-191.801,-9.221,-23.973,3.149,-0.4394,-51.84,1.30343,1.766611457,0.245,0.006700683,-0.159800217
3S5B-model-18-pos,1,3S5B,-137.52565,-25.7593,-0.8,12.145,-6.151,0.0493,26.3,0.271837,-0.153851748,0.2372,0.00468709,0.555482209
3S5B-model-22-neg,0,3S5B,-46.15357,-220.416,4.487,-11.886,-1.755,-0.3174,-10.28,0.738648,1.952043176,0.2274,0.001910761,-1.624710679
3S9C-model-40-pos,1,3S9C,-27.77728,-37.0574,10.722,-1.906,5.255,-0.1282,7.96,0.595971,1.41283226,0.2786,0.002468707,-0.186153129
3S9C-model-84-neg,0,3S9C,-25.041098,-28.3015,-1.734,1.732,2.941,0.1332,7.35,0.270732,0.569459796,0.2582,0.113661394,0.724120259
3SJ9-model-1-pos,1,3SJ9,-69.51513,-24.702,-1.156,4.236,-0.772,-0.0346,8.42,0.087944,0.046019673,0.5483,0.010279951,0.693018675
3SJ9-model-84-neg,0,3SJ9,-13.11826,-119.312,-6.529,-4.472,1.109,-0.2412,-38.46,0.589326,1.814387321,0.305,0.00659222,-0.169132143
3SM1-model-1-pos,1,3SM1,-190.0571,70.8049,16.901,18.113,-4.915,0.0505,47.43,-0.013718,-1.871425152,0.5439,0.039389193,3.070641279
3SM1-model-21-neg,0,3SM1,-22.37685,-243.306,-14.275,-49.278,0.884,-0.5649,-73.08,1.925354,1.292103529,0.2274,0.005841024,-1.021504045
3SOQ-model-10-pos,1,3SOQ,74.52178,-31.2075,-0.053,-12.678,2.158,-0.0947,7.88,0.346388,0.638037264,0.2914,0.010279951,1.658009291
3SOQ-model-59-neg,0,3SOQ,187.33334,-31.4732,-0.701,-3.432,0.275,0.033,8.78,0.089278,1.099642754,0.2937,0.003616748,0.460324198
3T3A-model-30-neg,0,3T3A,-68.94669,597.136,51.215,-15.435,3.143,-0.0439,-15.26,0.74794,1.919137836,0.2661,0.004454876,-0.339083999
3T3A-model-6-pos,1,3T3A,-100.3752,-135.225,-4.902,-6.774,0.331,-0.2982,-12.36,1.257766,-0.056628108,0.3871,0.007968009,0.338896036
3TDM-model-19-pos,1,3TDM,-54.79156,-51.2572,-2.507,-4.518,-3.653,0.0544,-0.2,0.300588,0.870896578,0.2869,0.006441599,0.091902107
3TDM-model-87-neg,0,3TDM,-22.7059,-105.187,-2.89,-23.015,3.482,-0.2283,-28.95,0.761835,1.874064565,0.3454,0.001896516,-2.189589262
3TG9-model-1-pos,1,3TG9,-170.2436,49.3273,3.728,2.862,4.798,-0.068,-2.61,0.726178,-1.617993951,0.2534,0.024561387,2.904375792
3TG9-model-14-neg,0,3TG9,-89.1596,-342.373,-10.11,-32.805,16.826,-0.4492,-53.7,1.42911,1.846404195,0.283,0.007305657,-1.251322865
3TGK-model-21-pos,1,3TGK,-35.507359,-77.0746,-2.076,10.062,-0.403,-0.0025,15.43,0.246975,1.009769917,0.3102,0.010140676,0.948854089
3TGK-model-74-neg,0,3TGK,-57.70519,-22.0086,4.99,10.31,3.461,-0.0094,24.73,0.485389,0.90548259,0.2324,0.005982558,0.761232972
3TII-model-1-pos,1,3TII,561.1868000000001,2695.32,0.107,36.432,0.23,-0.228,-17.89,0.476469,-0.669318855,0.3504,0.02218394,0.692871809
3TII-model-7-neg,0,3TII,3682.163998,-201.624,1.652,-34.781,8.198,-0.0749,-36.36,0.954336,1.638500452,0.2274,0.004581593,0.457929134
3TL8-model-23-neg,0,3TL8,-54.179278,29.7552,17.635,-9.08,1.018,-0.0817,-14.6,0.653643,1.735718012,0.3234,0.010279951,0.396488994
3TL8-model-90-pos,1,3TL8,-52.52128,196.816,23.986,12.085,2.971,-0.2113,18.23,0.829716,0.721286356,0.3106,0.009637416,0.933297157
3TQY-model-18-neg,0,3TQY,136.64774,51.7934,49.574,26.681,0.611,-0.0137,28.74,0.740676,1.952561736,0.4164,0.00906672,-1.135971427
3TQY-pos,1,3TQY,-246.0098,-368.315,-15.033,-22.495,0.773,-0.6466,-159.98,2.457264,-1.890477657,0.1912,0.12153402,1.199808955
3TSR-model-16-pos,1,3TSR,-143.60114,205.193,73.417,13.21,-2.381,-0.0776,31.84,0.697847,1.247998238,0.2342,0.003632809,1.073870063
3TSR-model-5-neg,0,3TSR,-99.6992,-72.1853,39.51,-42.047,1.361,-0.3032,-18.98,1.272223,1.90482378,0.2387,0.005214512,0.20273681
3TSZ-model-11-pos,1,3TSZ,307.38290800000004,-50.4456,16.678,-12.018,3.723,-0.1363,-30,0.7264,0.947516084,0.3525,0.003004693,0.8766222
3TSZ-model-12-neg,0,3TSZ,-57.71674,-122.704,-3.076,-25.971,6.207,-0.1368,-17.29,0.805538,-0.038241148,0.3481,0.008254513,0.403446376
3TU3-model-1-pos,1,3TU3,-220.1821,141.065,83.953,-17.925,2.962,-0.1272,-15.81,0.878558,-0.799713314,0.5728,0.008338936,0.579812706
3TU3-model-2-neg,0,3TU3,-77.92326,-341.884,-16.889,-42.754,3.613,-0.4956,-107.17,2.205669,1.964211345,0.3176,0.004848122,-0.907255948
3U02-model-2-pos,1,3U02,-197.9532,-48.9931,10.845,-5.247,7.599,-0.0072,29.51,0.498397,-1.283878565,0.2449,0.005901736,-0.080727018
3U02-model-70-neg,0,3U02,-77.80179,-294.663,-16.466,-50.25,22.01,-0.2461,-77.37,1.942154,1.952022076,0.2733,0.003956422,0.672632337
3U1O-model-1-pos,1,3U1O,-82.0097,-27.3443,8.454,-7.057,-8.738,-0.0137,28.63,0.410948,1.464291811,0.2339,0.004244687,0.043440182
3U1O-model-2-neg,0,3U1O,-49.9835,-217.21,-2.022,-25.563,1.956,-0.2626,-8.75,0.897059,1.953050613,0.3841,0.004857488,-0.248612225
3U4J-model-3-pos,1,3U4J,-136.3894338,306.835,59.939,-15.38,-2.327,-0.07,10.64,1.191833,-1.780943632,0.2274,0.004426611,1.744436741
3U4J-model-9-neg,0,3U4J,-115.35321,-122.866,-10.779,-19.565,-1.367,-0.4319,-99.17,1.641256,1.483299255,0.2274,0.004123841,0.015805816
3UI2-model-1-pos,1,3UI2,-161.95494,-60.1187,2.09,-4.07,-2.824,-0.0645,0.3,0.21824,-1.635551095,0.649,0.004077984,1.415058732
3UI2-model-42-neg,0,3UI2,-40.1108,-304.106,-11.978,-75.553,4.198,-0.3486,-89.61,1.358401,1.627737641,0.3642,0.005609743,-0.422074497
3UZP-model-2-pos,1,3UZP,-130.004,117.233,12.355,28.026,1.501,-0.0425,10.43,0.751018,-1.158332825,0.5569,0.006475615,-0.270348936
3UZP-model-41-neg,0,3UZP,-28.016655,-20.6538,6.598,-27.513,0.849,-0.3359,-82.44,1.672021,1.95822227,0.2637,0.005734249,-0.830557227
3V3K-model-1-pos,1,3V3K,-122.8665,106.163,17.071,-21.543,9.89,0.1021,-8.3,0.506497,-0.568595171,0.2274,0.052696623,0.06142037
3V3K-model-87-neg,0,3V3K,-68.03457,-222.508,-6.631,-26.72,8.912,-0.1525,-27.46,1.606827,1.858970523,0.2274,0.010279951,-1.064027905
3V4P-model-30-neg,0,3V4P,-60.40019,-30.6057,14.289,0.827,1.461,-0.1078,-17.81,1.044704,1.946356416,0.3161,0.003671183,-0.678464293
3V4P-pos,1,3V4P,-201.871,-237.114,-9.239,-28.864,7.316,-0.206,-50.44,1.00069,-0.240445733,0.2274,0.006502614,0.964963138
3V5N-model-100-neg,0,3V5N,-72.35639,0.462919,12.409,-18.083,8.565,0.0115,8.62,0.645007,1.170883894,0.2898,0.005372121,-0.05025835
3V5N-model-24-pos,1,3V5N,-114.4416,-205.656,16.345,-49.021,10.292,-0.2267,-5.05,1.12363,0.032220364,0.2274,0.007104252,0.584825933
3V96-model-30-neg,0,3V96,391.607714,-110.386,13.332,-36.892,11.852,-0.198,-11.81,1.063759,1.553378224,0.2748,0.010279951,-1.05529201
3V96-model-7-pos,1,3V96,-38.04102,-71.1595,21.189,-32.772,16.013,-0.2193,-32.66,0.872898,1.883915544,0.2274,0.035852917,0.16353853
3VPJ-model-23-pos,1,3VPJ,-49.88579,-54.9621,-1.438,-20.445,-4.174,-0.1069,-5.47,0.435263,0.984678566,0.2324,0.008003389,-0.780069888
3VPJ-model-39-neg,0,3VPJ,-44.6308,-168.541,-0.878,-34.335,0.304,-0.1567,-16.27,0.724377,1.801067114,0.2733,0.004944865,-0.226246312
3WA5-model-1-pos,1,3WA5,-199.4786,-68.8318,3.833,-2.271,-1.182,-0.0954,12.26,0.447627,-1.774050355,0.2274,0.004237487,0.198173389
3WA5-model-65-neg,0,3WA5,-31.45938,-244.266,-8.687,-26.16,-5.033,-0.3287,-69.92,1.251486,1.01495266,0.2752,0.005513251,-0.180210441
3WDG-model-1-pos,1,3WDG,-193.25261,-176.598,9.378,-30.114,6.946,-0.3382,-16.37,1.116654,-1.819908381,0.6049,0.043589909,0.879755318
